Modo privado,Comuna de origen,Comuna de destino,Distancia,Ingreso per cápita
0,LAMPA,QUILICURA,16.62,259.32
0,QUILICURA,RENCA,5.62,201.22
0,RENCA,QUILICURA,5.62,201.22
0,QUILICURA,RENCA,4.10,149.56
0,RENCA,QUILICURA,4.10,149.56
0,QUILICURA,SANTIAGO,13.68,149.56
0,SANTIAGO,QUILICURA,13.68,149.56
0,QUILICURA,CONCHALI,8.24,124.73
0,CONCHALI,QUILICURA,8.24,124.73
0,QUILICURA,QUILICURA,3.76,124.73
0,QUILICURA,QUILICURA,3.76,124.73
1,QUILICURA,PUDAHUEL,11.52,189.07
1,PUDAHUEL,QUILICURA,11.52,189.07
0,QUILICURA,SANTIAGO,12.53,189.07
0,QUILICURA,MAIPU,17.33,267.46
0,MAIPU,QUILICURA,17.33,267.46
1,QUILICURA,RECOLETA,6.60,202.76
1,RECOLETA,QUILICURA,6.60,202.76
1,QUILICURA,QUILICURA,2.12,202.76
1,QUILICURA,QUILICURA,2.12,202.76
1,QUILICURA,RECOLETA,6.60,202.76
1,RECOLETA,QUILICURA,6.60,202.76
0,QUILICURA,INDEPENDENCIA,7.18,117.99
0,INDEPENDENCIA,QUILICURA,7.18,117.99
1,QUILICURA,CERRILLOS,14.53,297.78
1,CERRILLOS,QUILICURA,14.54,297.78
1,QUILICURA,QUILICURA,1.38,297.78
1,QUILICURA,QUILICURA,1.40,297.78
0,QUILICURA,MAIPU,12.14,199.52
0,MAIPU,QUILICURA,12.14,199.52
0,QUILICURA,HUECHURABA,6.56,199.52
0,HUECHURABA,QUILICURA,6.56,199.52
1,QUILICURA,PUDAHUEL,14.40,104.09
1,PUDAHUEL,QUILICURA,14.40,104.09
0,QUILICURA,SANTIAGO,12.65,143.31
0,SANTIAGO,QUILICURA,12.65,143.31
0,QUILICURA,QUILICURA,4.48,176.13
0,QUILICURA,QUILICURA,4.48,176.13
0,QUILICURA,QUILICURA,4.48,176.13
0,QUILICURA,QUILICURA,4.48,176.13
0,QUILICURA,HUECHURABA,13.40,176.13
0,HUECHURABA,QUILICURA,13.40,176.13
1,QUILICURA,CONCHALI,4.25,194.52
1,CONCHALI,QUILICURA,4.25,194.52
1,QUILICURA,COLINA,8.93,118.16
1,COLINA,QUILICURA,8.93,118.16
1,QUILICURA,LAS CONDES,17.28,118.16
1,LAS CONDES,QUILICURA,17.28,118.16
1,QUILICURA,LAS CONDES,17.28,118.16
1,LAS CONDES,QUILICURA,17.28,118.16
0,QUILICURA,QUILICURA,4.02,189.31
0,QUILICURA,SANTIAGO,10.63,204.87
0,SANTIAGO,QUILICURA,10.63,204.87
1,QUILICURA,QUILICURA,0.64,186.78
1,QUILICURA,QUILICURA,0.64,186.78
1,QUILICURA,QUILICURA,1.21,252.21
1,QUILICURA,QUILICURA,1.21,252.21
1,QUILICURA,QUILICURA,1.21,252.21
1,QUILICURA,QUILICURA,1.21,252.21
1,QUILICURA,QUILICURA,1.21,252.21
1,QUILICURA,QUILICURA,1.21,252.21
0,QUILICURA,QUINTA NORMAL,10.61,59.60
0,QUINTA NORMAL,QUILICURA,10.61,59.60
1,QUILICURA,LAS CONDES,23.88,52.97
1,LAS CONDES,QUILICURA,23.88,52.97
0,QUILICURA,SANTIAGO,11.07,49.75
0,SANTIAGO,QUILICURA,11.07,49.75
0,QUILICURA,SANTIAGO,11.07,49.75
0,SANTIAGO,QUILICURA,11.07,49.75
1,QUILICURA,QUILICURA,1.11,141.55
1,QUILICURA,QUILICURA,1.11,141.55
1,QUILICURA,LO BARNECHEA,23.44,141.55
1,LO BARNECHEA,QUILICURA,23.44,141.55
0,QUILICURA,SANTIAGO,12.27,265.92
0,SANTIAGO,QUILICURA,12.27,265.92
0,QUILICURA,LAS CONDES,16.38,265.92
0,LAS CONDES,QUILICURA,16.38,265.92
0,QUILICURA,RENCA,8.13,65.41
0,RENCA,QUILICURA,8.13,65.41
0,QUILICURA,RECOLETA,11.39,73.13
0,RECOLETA,QUILICURA,11.39,73.13
1,QUILICURA,PROVIDENCIA,12.61,92.84
1,PROVIDENCIA,QUILICURA,12.61,92.84
0,QUILICURA,SANTIAGO,15.41,282.06
0,SANTIAGO,QUILICURA,15.41,282.06
0,QUILICURA,SANTIAGO,12.83,282.06
0,SANTIAGO,QUILICURA,12.83,282.06
0,QUILICURA,SANTIAGO,13.55,282.06
0,SANTIAGO,QUILICURA,13.55,282.06
0,QUILICURA,QUILICURA,4.69,102.00
0,QUILICURA,QUILICURA,4.69,102.00
0,QUILICURA,QUILICURA,0.21,102.00
0,QUILICURA,QUILICURA,0.20,102.00
0,QUILICURA,QUILICURA,0.20,102.00
0,QUILICURA,QUILICURA,0.20,102.00
0,QUILICURA,PUDAHUEL,0.50,277.45
0,PUDAHUEL,QUILICURA,0.50,277.45
0,QUILICURA,RENCA,0.54,277.45
0,QUILICURA,SANTIAGO,12.58,277.45
0,SANTIAGO,QUILICURA,12.58,277.45
0,,QUILICURA,6313.94,277.45
0,QUILICURA,SANTIAGO,11.96,115.77
0,SANTIAGO,QUILICURA,11.96,115.77
0,QUILICURA,SANTIAGO,11.59,115.77
0,SANTIAGO,QUILICURA,11.59,115.77
0,QUILICURA,QUILICURA,4.35,112.84
0,QUILICURA,QUILICURA,4.35,112.84
0,,QUILICURA,6316.65,311.62
0,QUINTA NORMAL,QUINTA NORMAL,0.00,137.70
1,QUINTA NORMAL,QUINTA NORMAL,1.92,137.70
1,QUINTA NORMAL,QUINTA NORMAL,1.92,137.70
1,,QUINTA NORMAL,6308.63,137.70
1,QUINTA NORMAL,ÑUÑOA,8.32,220.42
1,ÑUÑOA,QUINTA NORMAL,8.31,220.42
0,QUINTA NORMAL,MAIPU,9.98,0.00
0,MAIPU,QUINTA NORMAL,9.98,0.00
0,QUINTA NORMAL,PUDAHUEL,10.88,232.00
0,PUDAHUEL,QUINTA NORMAL,10.88,232.00
0,PUDAHUEL,QUINTA NORMAL,10.88,232.00
0,QUINTA NORMAL,LAS CONDES,14.76,232.00
0,LAS CONDES,QUINTA NORMAL,14.76,232.00
0,QUINTA NORMAL,PADRE HURTADO,20.28,322.05
0,PADRE HURTADO,QUINTA NORMAL,20.28,322.05
0,QUINTA NORMAL,LAS CONDES,11.41,322.05
0,LAS CONDES,QUINTA NORMAL,11.41,322.05
0,QUINTA NORMAL,SANTIAGO,6.70,322.05
0,SANTIAGO,QUINTA NORMAL,6.70,322.05
0,QUINTA NORMAL,SANTIAGO,5.12,322.05
0,SANTIAGO,QUINTA NORMAL,5.12,322.05
0,QUINTA NORMAL,SANTIAGO,4.37,139.98
0,SANTIAGO,QUINTA NORMAL,4.37,139.98
1,QUINTA NORMAL,SANTIAGO,7.12,60.52
1,SANTIAGO,QUINTA NORMAL,7.12,60.52
0,QUINTA NORMAL,QUINTA NORMAL,2.59,311.66
0,QUINTA NORMAL,QUINTA NORMAL,2.59,311.66
0,QUINTA NORMAL,SANTIAGO,4.66,111.67
0,SANTIAGO,QUINTA NORMAL,4.66,111.67
1,QUINTA NORMAL,INDEPENDENCIA,5.31,425.00
1,INDEPENDENCIA,QUINTA NORMAL,5.31,425.00
0,QUINTA NORMAL,SANTIAGO,5.37,225.00
0,SANTIAGO,QUINTA NORMAL,5.37,225.00
1,,QUINTA NORMAL,6310.72,119.99
0,QUINTA NORMAL,VITACURA,13.68,310.98
0,VITACURA,QUINTA NORMAL,13.68,310.98
0,QUINTA NORMAL,SANTIAGO,6.36,310.98
0,SANTIAGO,QUINTA NORMAL,6.36,310.98
0,QUINTA NORMAL,ESTACION CENTRAL,4.70,95.54
0,ESTACION CENTRAL,QUINTA NORMAL,4.70,95.54
0,QUINTA NORMAL,PROVIDENCIA,7.04,265.00
0,PROVIDENCIA,QUINTA NORMAL,7.04,265.00
0,QUINTA NORMAL,CERRILLOS,9.19,265.00
0,CERRILLOS,QUINTA NORMAL,9.19,265.00
0,SANTIAGO,LAS CONDES,10.96,350.00
0,LAS CONDES,SANTIAGO,10.96,350.00
0,SANTIAGO,LAS CONDES,10.27,350.00
0,LAS CONDES,SANTIAGO,10.27,350.00
0,QUINTA NORMAL,SANTIAGO,3.16,280.03
0,SANTIAGO,QUINTA NORMAL,3.16,280.03
0,QUINTA NORMAL,SANTIAGO,4.59,280.03
0,SANTIAGO,QUINTA NORMAL,4.59,280.03
0,QUINTA NORMAL,HUECHURABA,8.23,232.50
0,HUECHURABA,QUINTA NORMAL,8.23,232.50
0,QUINTA NORMAL,PROVIDENCIA,9.22,232.50
0,PROVIDENCIA,QUINTA NORMAL,9.22,232.50
1,QUINTA NORMAL,LAS CONDES,17.47,255.55
1,LAS CONDES,QUINTA NORMAL,17.47,255.55
0,QUINTA NORMAL,QUINTA NORMAL,3.60,255.55
1,QUINTA NORMAL,QUINTA NORMAL,3.60,255.55
0,QUINTA NORMAL,LAS CONDES,12.66,285.33
0,LAS CONDES,QUINTA NORMAL,12.66,285.33
0,QUINTA NORMAL,SAN MIGUEL,7.31,285.33
0,SAN MIGUEL,QUINTA NORMAL,7.31,285.33
0,QUINTA NORMAL,PROVIDENCIA,11.62,141.25
0,QUINTA NORMAL,VITACURA,16.01,141.25
0,VITACURA,QUINTA NORMAL,16.01,141.25
0,QUINTA NORMAL,ESTACION CENTRAL,5.90,125.00
0,ESTACION CENTRAL,QUINTA NORMAL,5.90,125.00
1,QUINTA NORMAL,QUINTA NORMAL,1.80,230.65
1,QUINTA NORMAL,QUINTA NORMAL,1.80,230.65
1,QUINTA NORMAL,PUDAHUEL,8.68,246.03
1,PUDAHUEL,QUINTA NORMAL,8.68,246.03
0,QUINTA NORMAL,PROVIDENCIA,8.14,125.40
0,PROVIDENCIA,QUINTA NORMAL,8.14,125.40
1,QUINTA NORMAL,QUINTA NORMAL,0.00,233.33
0,QUINTA NORMAL,SAN JOAQUIN,12.14,50.65
0,SAN JOAQUIN,QUINTA NORMAL,12.14,50.65
1,QUINTA NORMAL,ESTACION CENTRAL,4.43,169.08
1,ESTACION CENTRAL,QUINTA NORMAL,4.43,169.08
0,QUINTA NORMAL,HUECHURABA,8.42,250.06
0,HUECHURABA,QUINTA NORMAL,8.42,250.06
1,QUINTA NORMAL,HUECHURABA,9.25,250.06
0,HUECHURABA,QUINTA NORMAL,9.25,250.06
1,QUINTA NORMAL,SANTIAGO,6.44,250.06
1,SANTIAGO,QUINTA NORMAL,6.44,250.06
0,QUINTA NORMAL,LAS CONDES,17.23,200.00
0,,QUINTA NORMAL,6310.71,300.84
0,QUINTA NORMAL,ESTACION CENTRAL,5.01,63.88
0,ESTACION CENTRAL,QUINTA NORMAL,5.01,63.88
0,QUINTA NORMAL,PROVIDENCIA,8.43,65.71
0,PROVIDENCIA,QUINTA NORMAL,8.43,65.71
0,QUINTA NORMAL,QUINTA NORMAL,2.57,188.68
0,QUINTA NORMAL,QUINTA NORMAL,2.57,188.68
0,QUINTA NORMAL,PROVIDENCIA,9.23,188.68
0,PROVIDENCIA,QUINTA NORMAL,9.23,188.68
0,QUINTA NORMAL,PROVIDENCIA,8.28,128.41
0,PROVIDENCIA,QUINTA NORMAL,8.28,128.41
0,QUINTA NORMAL,EL BOSQUE,16.21,128.41
0,EL BOSQUE,QUINTA NORMAL,16.21,128.41
1,,QUINTA NORMAL,6309.79,157.97
0,QUINTA NORMAL,QUINTA NORMAL,2.90,78.44
0,QUINTA NORMAL,QUINTA NORMAL,2.90,78.44
1,,QUINTA NORMAL,6309.40,86.57
0,QUINTA NORMAL,HUECHURABA,8.28,136.57
0,HUECHURABA,QUINTA NORMAL,8.28,136.57
0,QUINTA NORMAL,SANTIAGO,2.03,289.37
0,SANTIAGO,QUINTA NORMAL,2.03,289.37
1,QUINTA NORMAL,SANTIAGO,7.91,257.90
1,SANTIAGO,QUINTA NORMAL,7.91,257.90
0,QUINTA NORMAL,LAS CONDES,14.86,65.00
0,LAS CONDES,QUINTA NORMAL,14.86,65.00
0,QUINTA NORMAL,RENCA,3.60,300.00
0,RENCA,QUINTA NORMAL,3.60,300.00
1,QUINTA NORMAL,QUINTA NORMAL,1.85,266.67
1,QUINTA NORMAL,QUINTA NORMAL,1.85,266.67
1,QUINTA NORMAL,QUINTA NORMAL,1.32,266.67
1,QUINTA NORMAL,QUINTA NORMAL,1.32,266.67
1,QUINTA NORMAL,PROVIDENCIA,8.48,202.19
1,PROVIDENCIA,QUINTA NORMAL,8.48,202.19
0,QUINTA NORMAL,PUDAHUEL,6.04,186.05
0,PUDAHUEL,QUINTA NORMAL,6.04,186.05
0,QUINTA NORMAL,LA FLORIDA,13.64,186.05
0,LA FLORIDA,QUINTA NORMAL,13.64,186.05
0,QUINTA NORMAL,QUINTA NORMAL,1.50,58.33
0,QUINTA NORMAL,QUINTA NORMAL,1.50,58.33
0,QUINTA NORMAL,SANTIAGO,4.51,195.08
0,QUINTA NORMAL,LAS CONDES,19.04,150.00
0,LAS CONDES,QUINTA NORMAL,19.04,150.00
0,QUINTA NORMAL,CERRO NAVIA,2.82,150.00
0,CERRO NAVIA,QUINTA NORMAL,2.82,150.00
0,QUINTA NORMAL,QUILICURA,8.34,782.83
0,QUILICURA,QUINTA NORMAL,8.71,782.83
0,QUINTA NORMAL,SANTIAGO,5.27,99.66
0,SANTIAGO,QUINTA NORMAL,5.27,99.66
0,QUINTA NORMAL,LA FLORIDA,13.48,32.32
0,LA FLORIDA,QUINTA NORMAL,13.48,32.32
0,QUINTA NORMAL,ESTACION CENTRAL,6.26,54.63
0,ESTACION CENTRAL,QUINTA NORMAL,6.26,54.63
0,SANTIAGO,ESTACION CENTRAL,3.60,166.67
0,ESTACION CENTRAL,QUINTA NORMAL,2.27,166.67
1,QUINTA NORMAL,QUINTA NORMAL,1.48,317.87
1,QUINTA NORMAL,QUINTA NORMAL,1.45,317.87
1,QUINTA NORMAL,VITACURA,12.64,115.74
1,VITACURA,QUINTA NORMAL,12.64,115.74
0,QUINTA NORMAL,SANTIAGO,5.10,151.86
0,SANTIAGO,QUINTA NORMAL,5.10,151.86
0,QUINTA NORMAL,LAS CONDES,11.15,151.86
0,LAS CONDES,QUINTA NORMAL,11.15,151.86
0,QUINTA NORMAL,SANTIAGO,5.10,198.83
0,SANTIAGO,QUINTA NORMAL,5.10,198.83
0,QUINTA NORMAL,CONCHALI,2.34,198.83
0,QUINTA NORMAL,VITACURA,15.63,129.53
0,VITACURA,QUINTA NORMAL,15.63,129.53
0,QUINTA NORMAL,SANTIAGO,5.51,143.06
0,SANTIAGO,LAS CONDES,5.19,143.06
0,LAS CONDES,QUINTA NORMAL,9.70,143.06
0,QUINTA NORMAL,PUDAHUEL,6.17,104.24
0,PUDAHUEL,QUINTA NORMAL,6.17,104.24
0,QUINTA NORMAL,LAS CONDES,9.78,230.00
0,LAS CONDES,QUINTA NORMAL,9.78,230.00
1,QUINTA NORMAL,SAN BERNARDO,16.25,109.54
1,SAN BERNARDO,QUINTA NORMAL,16.25,109.54
1,QUINTA NORMAL,QUINTA NORMAL,0.05,101.57
1,QUINTA NORMAL,QUINTA NORMAL,0.05,101.57
1,QUINTA NORMAL,QUILICURA,11.78,162.80
1,QUILICURA,QUINTA NORMAL,11.78,162.80
1,QUINTA NORMAL,HUECHURABA,8.91,200.00
1,QUINTA NORMAL,SANTIAGO,3.31,157.95
1,SANTIAGO,QUINTA NORMAL,3.31,157.95
0,QUINTA NORMAL,PROVIDENCIA,4.57,97.49
0,PROVIDENCIA,QUINTA NORMAL,4.57,97.49
0,QUINTA NORMAL,PROVIDENCIA,11.32,200.00
0,PROVIDENCIA,QUINTA NORMAL,11.32,200.00
1,QUINTA NORMAL,QUINTA NORMAL,2.80,237.50
1,QUINTA NORMAL,QUINTA NORMAL,2.80,237.50
1,QUINTA NORMAL,QUINTA NORMAL,0.22,237.50
1,QUINTA NORMAL,QUINTA NORMAL,2.58,237.50
0,QUINTA NORMAL,QUINTA NORMAL,1.67,122.64
0,QUINTA NORMAL,QUINTA NORMAL,2.38,124.45
0,QUINTA NORMAL,QUINTA NORMAL,2.38,124.45
0,QUINTA NORMAL,SANTIAGO,5.43,124.45
0,SANTIAGO,QUINTA NORMAL,5.43,124.45
0,QUINTA NORMAL,SANTIAGO,6.82,99.19
0,SANTIAGO,QUINTA NORMAL,6.82,99.19
0,QUINTA NORMAL,SANTIAGO,6.82,99.19
0,SANTIAGO,QUINTA NORMAL,6.82,99.19
0,QUINTA NORMAL,ESTACION CENTRAL,5.54,241.20
0,ESTACION CENTRAL,QUINTA NORMAL,5.54,241.20
0,QUINTA NORMAL,INDEPENDENCIA,4.11,241.20
0,INDEPENDENCIA,QUINTA NORMAL,4.11,241.20
0,QUINTA NORMAL,PEDRO AGUIRRE CERDA,8.36,151.83
0,PEDRO AGUIRRE CERDA,QUINTA NORMAL,8.36,151.83
1,QUINTA NORMAL,QUINTA NORMAL,0.19,243.12
1,QUINTA NORMAL,QUINTA NORMAL,0.19,243.12
0,QUINTA NORMAL,ESTACION CENTRAL,4.81,243.12
0,ESTACION CENTRAL,QUINTA NORMAL,4.81,243.12
0,QUINTA NORMAL,LO BARNECHEA,17.43,268.48
0,LO BARNECHEA,QUINTA NORMAL,17.43,268.48
1,QUINTA NORMAL,PROVIDENCIA,8.69,458.45
1,PROVIDENCIA,QUINTA NORMAL,8.69,458.45
0,QUINTA NORMAL,PUDAHUEL,5.74,167.68
0,PUDAHUEL,QUINTA NORMAL,5.74,167.68
0,QUINTA NORMAL,SANTIAGO,5.03,153.92
0,QUINTA NORMAL,SANTIAGO,4.41,240.00
1,QUINTA NORMAL,ESTACION CENTRAL,4.75,49.51
1,ESTACION CENTRAL,QUINTA NORMAL,4.75,49.51
0,QUINTA NORMAL,SANTIAGO,3.07,112.63
0,SANTIAGO,QUINTA NORMAL,3.07,112.63
0,QUINTA NORMAL,PROVIDENCIA,8.92,496.97
0,PROVIDENCIA,QUINTA NORMAL,8.92,496.97
0,QUINTA NORMAL,LAS CONDES,9.69,757.81
0,LAS CONDES,QUINTA NORMAL,9.69,757.81
1,,QUINTA NORMAL,6311.03,757.81
0,QUINTA NORMAL,PUENTE ALTO,22.26,260.00
0,PUENTE ALTO,QUINTA NORMAL,22.26,260.00
0,QUINTA NORMAL,SANTIAGO,2.34,260.00
0,SANTIAGO,QUINTA NORMAL,2.34,260.00
0,QUINTA NORMAL,LA REINA,14.79,402.02
0,LA REINA,QUINTA NORMAL,14.79,402.02
0,QUINTA NORMAL,PUDAHUEL,7.93,402.02
0,PUDAHUEL,QUINTA NORMAL,7.93,402.02
0,QUINTA NORMAL,HUECHURABA,9.07,89.73
0,HUECHURABA,QUINTA NORMAL,9.07,89.73
0,QUINTA NORMAL,SANTIAGO,3.72,89.73
0,SANTIAGO,QUINTA NORMAL,3.72,89.73
0,QUINTA NORMAL,VITACURA,15.43,180.00
0,VITACURA,QUINTA NORMAL,15.43,180.00
0,QUINTA NORMAL,PROVIDENCIA,7.98,180.00
0,QUINTA NORMAL,LAS CONDES,12.17,290.33
0,LAS CONDES,QUINTA NORMAL,12.17,290.33
0,QUINTA NORMAL,MAIPU,6.61,100.00
0,MAIPU,QUINTA NORMAL,6.61,100.00
0,QUINTA NORMAL,ESTACION CENTRAL,4.37,125.00
0,ESTACION CENTRAL,QUINTA NORMAL,4.37,125.00
0,QUINTA NORMAL,QUINTA NORMAL,1.50,247.86
0,QUINTA NORMAL,QUINTA NORMAL,1.50,247.86
0,QUINTA NORMAL,QUILICURA,5.54,247.86
0,QUILICURA,QUINTA NORMAL,5.54,247.86
0,QUINTA NORMAL,QUINTA NORMAL,1.08,247.86
0,QUINTA NORMAL,QUINTA NORMAL,1.08,247.86
0,QUINTA NORMAL,HUECHURABA,8.03,175.00
0,HUECHURABA,QUINTA NORMAL,8.03,175.00
1,QUINTA NORMAL,PUDAHUEL,9.95,119.89
0,PUDAHUEL,QUINTA NORMAL,9.95,119.89
0,QUINTA NORMAL,RENCA,1.87,196.51
0,RENCA,QUINTA NORMAL,1.87,196.51
0,QUINTA NORMAL,SANTIAGO,5.06,196.51
0,SANTIAGO,QUINTA NORMAL,5.06,196.51
0,RECOLETA,RECOLETA,1.97,233.33
0,RECOLETA,RECOLETA,1.97,233.33
0,RECOLETA,LA GRANJA,16.06,233.33
0,LA GRANJA,RECOLETA,16.06,233.33
0,RECOLETA,ESTACION CENTRAL,9.02,323.36
0,ESTACION CENTRAL,RECOLETA,9.02,323.36
1,RECOLETA,PROVIDENCIA,3.44,323.36
1,PROVIDENCIA,RECOLETA,3.44,323.36
1,RECOLETA,RECOLETA,0.70,323.36
1,RECOLETA,RECOLETA,0.70,323.36
0,RECOLETA,PROVIDENCIA,3.44,323.36
0,PROVIDENCIA,RECOLETA,3.44,323.36
1,RECOLETA,MACUL,8.78,410.10
1,MACUL,RECOLETA,8.78,410.10
1,RECOLETA,LO BARNECHEA,12.81,285.93
1,LO BARNECHEA,RECOLETA,12.81,285.93
1,RECOLETA,LO BARNECHEA,12.81,285.93
0,RECOLETA,PROVIDENCIA,3.29,366.65
0,PROVIDENCIA,RECOLETA,3.29,366.65
0,RECOLETA,PROVIDENCIA,2.90,366.65
0,PROVIDENCIA,RECOLETA,2.90,366.65
1,RECOLETA,RECOLETA,1.24,200.00
1,RECOLETA,RECOLETA,1.24,200.00
1,RECOLETA,RECOLETA,1.24,200.00
1,RECOLETA,RECOLETA,1.24,200.00
1,RECOLETA,MAIPU,14.40,220.66
1,MAIPU,RECOLETA,14.40,220.66
0,RECOLETA,LAS CONDES,5.25,220.66
0,LAS CONDES,RECOLETA,5.25,220.66
0,RECOLETA,SANTIAGO,4.64,113.69
0,SANTIAGO,RECOLETA,4.64,113.69
0,RECOLETA,PROVIDENCIA,2.13,113.69
0,PROVIDENCIA,RECOLETA,2.13,113.69
0,RECOLETA,SANTIAGO,5.67,350.00
0,RECOLETA,INDEPENDENCIA,4.87,350.00
0,INDEPENDENCIA,RECOLETA,4.87,350.00
0,RECOLETA,SANTIAGO,5.17,352.98
0,SANTIAGO,RECOLETA,5.17,352.98
0,RECOLETA,PROVIDENCIA,2.92,247.36
0,PROVIDENCIA,RECOLETA,2.92,247.36
1,RECOLETA,RECOLETA,2.03,247.36
1,RECOLETA,RECOLETA,2.03,247.36
0,RECOLETA,RECOLETA,4.42,630.11
0,RECOLETA,RECOLETA,4.42,630.11
1,RECOLETA,RECOLETA,1.60,258.12
1,RECOLETA,RECOLETA,1.60,258.12
0,RECOLETA,MAIPU,14.11,258.12
0,RECOLETA,RECOLETA,0.05,258.12
0,RECOLETA,RECOLETA,0.05,258.12
1,RECOLETA,SANTIAGO,2.96,808.50
1,SANTIAGO,RECOLETA,2.95,808.50
1,RECOLETA,SAN JOAQUIN,7.35,808.50
1,SAN JOAQUIN,RECOLETA,7.34,808.50
1,RECOLETA,QUINTA NORMAL,3.94,268.80
1,QUINTA NORMAL,RECOLETA,3.94,268.80
1,RECOLETA,PROVIDENCIA,1.64,265.10
1,PROVIDENCIA,RECOLETA,1.64,265.10
0,RECOLETA,LAS CONDES,7.15,261.20
0,LAS CONDES,RECOLETA,7.15,261.20
0,RECOLETA,HUECHURABA,5.79,261.20
0,HUECHURABA,RECOLETA,5.79,261.20
0,RECOLETA,RECOLETA,0.42,97.24
0,RECOLETA,RECOLETA,0.43,97.24
0,RECOLETA,SANTIAGO,7.61,162.50
0,SANTIAGO,RECOLETA,7.61,162.50
1,RECOLETA,PUDAHUEL,12.17,490.39
1,PUDAHUEL,RECOLETA,12.17,490.39
0,RECOLETA,SANTIAGO,5.28,270.00
0,SANTIAGO,RECOLETA,5.28,270.00
1,RECOLETA,LAMPA,17.34,169.95
1,LAMPA,RECOLETA,17.34,169.95
1,RECOLETA,LAS CONDES,8.34,169.95
1,LAS CONDES,RECOLETA,8.34,169.95
1,RECOLETA,LO BARNECHEA,12.00,201.44
1,LO BARNECHEA,RECOLETA,12.00,201.44
0,RECOLETA,SAN JOAQUIN,13.98,315.00
0,SAN JOAQUIN,RECOLETA,13.98,315.00
0,RECOLETA,RECOLETA,3.04,315.00
0,RECOLETA,RECOLETA,3.04,315.00
0,RECOLETA,PROVIDENCIA,4.41,135.00
0,PROVIDENCIA,RECOLETA,4.41,135.00
0,RECOLETA,PROVIDENCIA,3.92,135.00
0,PROVIDENCIA,RECOLETA,3.92,135.00
1,RECOLETA,HUECHURABA,1.33,834.00
1,HUECHURABA,RECOLETA,1.33,834.00
1,RECOLETA,PROVIDENCIA,6.17,834.00
1,PROVIDENCIA,RECOLETA,6.17,834.00
0,RECOLETA,SANTIAGO,7.12,834.00
0,RECOLETA,SANTIAGO,6.54,834.00
0,SANTIAGO,RECOLETA,6.54,834.00
1,RECOLETA,LAS CONDES,8.21,285.75
1,LAS CONDES,RECOLETA,8.21,285.75
0,RECOLETA,SANTIAGO,6.33,346.75
0,SANTIAGO,RECOLETA,6.33,346.75
1,RECOLETA,SANTIAGO,4.97,387.12
1,SANTIAGO,RECOLETA,4.97,387.12
0,RECOLETA,SANTIAGO,5.80,247.84
1,SANTIAGO,RECOLETA,5.80,247.84
0,RECOLETA,LA FLORIDA,14.64,247.84
0,RECOLETA,RECOLETA,3.45,247.84
0,RECOLETA,RECOLETA,3.45,247.84
0,RECOLETA,QUILICURA,7.61,233.57
0,QUILICURA,RECOLETA,7.61,233.57
0,RECOLETA,PROVIDENCIA,6.68,233.57
0,PROVIDENCIA,RECOLETA,6.68,233.57
1,RECOLETA,INDEPENDENCIA,2.72,152.77
1,INDEPENDENCIA,RECOLETA,2.72,152.77
0,RECOLETA,LAMPA,27.39,300.00
0,LAMPA,RECOLETA,27.39,300.00
0,RECOLETA,RECOLETA,0.15,300.00
0,RECOLETA,SANTIAGO,3.47,140.00
0,RECOLETA,SAN BERNARDO,22.63,146.67
0,SAN BERNARDO,RECOLETA,22.63,146.67
0,RECOLETA,INDEPENDENCIA,2.52,136.67
0,INDEPENDENCIA,RECOLETA,2.52,136.67
1,RECOLETA,PUDAHUEL,13.09,480.00
1,PUDAHUEL,RECOLETA,13.09,480.00
0,RECOLETA,ÑUÑOA,6.59,202.35
0,ÑUÑOA,RECOLETA,6.59,202.35
0,RECOLETA,SAN MIGUEL,9.16,202.35
0,SAN MIGUEL,RECOLETA,9.17,202.35
0,RECOLETA,SANTIAGO,5.00,202.35
0,SANTIAGO,RECOLETA,5.00,202.35
0,RECOLETA,ESTACION CENTRAL,8.41,202.35
0,ESTACION CENTRAL,RECOLETA,8.41,202.35
0,RECOLETA,RECOLETA,1.17,170.39
0,RECOLETA,RECOLETA,1.17,170.39
0,RECOLETA,SANTIAGO,5.10,199.64
0,SANTIAGO,RECOLETA,5.10,199.64
0,RECOLETA,PROVIDENCIA,4.66,199.64
0,PROVIDENCIA,RECOLETA,4.66,199.64
1,RECOLETA,HUECHURABA,1.65,115.11
1,HUECHURABA,RECOLETA,1.65,115.11
1,RECOLETA,INDEPENDENCIA,3.02,115.11
1,INDEPENDENCIA,RECOLETA,3.02,115.11
0,RECOLETA,INDEPENDENCIA,1.80,148.07
0,INDEPENDENCIA,RECOLETA,1.80,148.07
0,RECOLETA,SANTIAGO,4.50,148.07
0,SANTIAGO,RECOLETA,4.50,148.07
1,RECOLETA,LAS CONDES,12.61,638.18
1,LAS CONDES,RECOLETA,12.61,638.18
0,RECOLETA,SANTIAGO,5.47,71.59
0,SANTIAGO,RECOLETA,5.47,71.59
0,RECOLETA,VITACURA,5.84,98.22
0,VITACURA,RECOLETA,5.84,98.22
1,RECOLETA,LA PINTANA,22.37,279.67
1,LA PINTANA,RECOLETA,22.37,279.67
0,RECOLETA,ÑUÑOA,6.10,174.55
0,ÑUÑOA,RECOLETA,6.02,174.55
0,RECOLETA,ÑUÑOA,6.10,174.55
0,ÑUÑOA,RECOLETA,6.02,174.55
0,,RECOLETA,6311.52,217.39
