Modo privado,Comuna de origen,Comuna de destino,Distancia,Ingreso per cápita
1,,LA REINA,81.63,2480.00
1,LA REINA,LAS CONDES,5.07,2480.00
1,LAS CONDES,LA REINA,5.07,2480.00
1,LA REINA,INDEPENDENCIA,10.76,937.54
1,INDEPENDENCIA,LA REINA,10.76,937.54
0,LA REINA,ÑUÑOA,3.58,175.37
0,ÑUÑOA,LA REINA,3.58,175.37
0,LA REINA,ÑUÑOA,3.92,510.68
0,ÑUÑOA,LA REINA,3.92,510.68
1,LA REINA,LAS CONDES,5.32,510.68
1,LAS CONDES,LA REINA,5.32,510.68
0,LA REINA,PROVIDENCIA,3.77,435.15
0,PROVIDENCIA,LA REINA,3.77,435.15
0,LA REINA,PROVIDENCIA,3.79,435.15
0,PROVIDENCIA,LA REINA,3.79,435.15
0,LA REINA,PROVIDENCIA,3.40,435.15
1,LA REINA,SANTIAGO,11.50,648.47
1,SANTIAGO,LA REINA,11.35,648.47
1,SANTIAGO,SANTIAGO,0.81,648.47
1,LA REINA,VITACURA,8.33,648.47
0,VITACURA,LA REINA,8.19,648.47
1,ÑUÑOA,ÑUÑOA,0.79,453.98
1,ÑUÑOA,LAS CONDES,5.72,453.98
1,LAS CONDES,LA REINA,6.77,453.98
1,LA REINA,LAS CONDES,7.41,453.98
1,LAS CONDES,LAS CONDES,3.13,453.98
1,LAS CONDES,LA REINA,7.88,453.98
1,LA REINA,LAS CONDES,5.83,560.10
1,LAS CONDES,LA REINA,5.83,560.10
1,LA REINA,LAS CONDES,3.84,560.10
1,LA REINA,SANTIAGO,10.17,503.92
1,SANTIAGO,LA REINA,10.17,503.92
1,LA REINA,PROVIDENCIA,7.38,503.92
1,PROVIDENCIA,LA REINA,7.55,503.92
0,LA REINA,SANTIAGO,11.18,153.96
0,SANTIAGO,LA REINA,11.18,153.96
0,LA REINA,CONCHALI,14.12,153.96
0,CONCHALI,LA REINA,14.12,153.96
0,SANTIAGO,LA REINA,8.83,325.53
1,PUDAHUEL,LAS CONDES,18.18,325.53
1,LAS CONDES,LA REINA,5.68,325.53
1,LA REINA,PEÑALOLEN,1.98,432.01
0,LA REINA,SANTIAGO,11.11,432.01
0,SANTIAGO,LA REINA,11.11,432.01
0,LA REINA,RECOLETA,10.10,545.99
0,RECOLETA,LA REINA,10.10,545.99
0,LA REINA,LAS CONDES,6.05,545.99
0,LAS CONDES,LA REINA,6.05,545.99
0,LA REINA,PROVIDENCIA,6.62,551.62
0,PROVIDENCIA,LA REINA,6.62,551.62
0,LA REINA,SANTIAGO,9.62,747.83
0,LA REINA,ÑUÑOA,4.96,253.58
0,ÑUÑOA,LA REINA,5.12,253.58
1,LA REINA,LAS CONDES,3.72,527.48
0,SANTIAGO,LAS CONDES,8.06,527.48
1,LAS CONDES,LA REINA,3.72,527.48
0,LA REINA,PROVIDENCIA,5.70,945.00
0,PROVIDENCIA,LA REINA,7.28,945.00
1,LA REINA,RENCA,16.54,945.00
1,RENCA,LA REINA,18.13,945.00
0,LA REINA,LAS CONDES,3.82,803.42
0,LAS CONDES,LA REINA,3.82,803.42
1,LA REINA,SANTIAGO,8.90,803.42
1,SANTIAGO,LA REINA,8.90,803.42
0,LA REINA,LAS CONDES,4.04,803.42
0,LA REINA,SAN MIGUEL,11.82,363.74
0,SAN MIGUEL,LA REINA,11.82,363.74
0,LA REINA,PROVIDENCIA,6.68,125.00
0,PROVIDENCIA,LA REINA,8.16,125.00
0,LA REINA,SANTIAGO,10.74,281.18
0,SANTIAGO,LA REINA,12.30,281.18
1,LA REINA,ÑUÑOA,9.31,514.91
1,ÑUÑOA,PROVIDENCIA,3.13,514.91
1,PROVIDENCIA,SANTIAGO,3.23,514.91
1,LA REINA,ÑUÑOA,9.31,514.91
1,ÑUÑOA,PROVIDENCIA,3.13,514.91
0,PROVIDENCIA,LA REINA,8.67,514.91
1,LA REINA,LA FLORIDA,10.53,514.91
1,LA FLORIDA,LA REINA,10.53,514.91
0,LA REINA,PEÑALOLEN,6.13,1301.09
0,PEÑALOLEN,LA REINA,6.13,1301.09
1,LA REINA,SANTIAGO,8.54,1301.09
1,SANTIAGO,LA REINA,8.54,1301.09
1,LA REINA,PROVIDENCIA,6.66,199.95
1,PROVIDENCIA,LA REINA,6.66,199.95
0,LA REINA,SANTIAGO,8.71,391.31
0,SANTIAGO,LA REINA,8.71,391.31
0,LA REINA,SANTIAGO,7.74,391.31
0,SANTIAGO,LA REINA,7.74,391.31
0,LA REINA,SANTIAGO,8.28,89.17
0,SANTIAGO,LA REINA,8.28,89.17
0,LA REINA,LAS CONDES,2.19,248.01
0,LAS CONDES,LA REINA,2.19,248.01
0,LA REINA,LAS CONDES,2.19,248.01
0,LAS CONDES,LA REINA,2.19,248.01
0,LA REINA,SAN RAMON,12.51,287.49
0,LA REINA,LAS CONDES,5.03,287.49
1,LA REINA,ÑUÑOA,5.81,168.60
1,ÑUÑOA,LA REINA,5.81,168.60
1,LA REINA,CERRILLOS,16.40,712.77
1,CERRILLOS,LA REINA,16.40,712.77
0,LA REINA,LAS CONDES,5.61,167.50
0,LAS CONDES,LA REINA,5.61,167.50
1,LA REINA,LAS CONDES,8.80,574.83
1,LA REINA,LAS CONDES,5.75,574.83
1,LAS CONDES,LA REINA,5.40,574.83
0,LA REINA,LA REINA,1.24,31.19
0,LA REINA,LAS CONDES,4.51,341.71
1,LAS CONDES,LAS CONDES,3.37,341.71
1,LO PRADO,LAS CONDES,12.56,341.71
1,LAS CONDES,LA REINA,4.51,341.71
1,LA REINA,SANTIAGO,8.02,634.53
1,SANTIAGO,LA REINA,8.02,634.53
1,LA REINA,LAS CONDES,4.18,634.53
0,LA REINA,LAS CONDES,4.00,389.62
1,LAS CONDES,LA REINA,4.00,389.62
1,LA REINA,QUILICURA,18.60,69.83
1,QUILICURA,LA REINA,18.60,69.83
1,LA REINA,PROVIDENCIA,6.54,1770.61
0,SANTIAGO,PROVIDENCIA,4.14,1770.61
1,PROVIDENCIA,LA REINA,6.54,1770.61
1,LA REINA,PROVIDENCIA,7.08,762.07
1,PROVIDENCIA,PROVIDENCIA,0.99,762.07
1,PROVIDENCIA,LA REINA,7.08,762.07
0,COLINA,PUENTE ALTO,43.87,69.58
0,PUENTE ALTO,COLINA,43.87,69.58
0,COLINA,ESTACION CENTRAL,29.03,69.58
1,ESTACION CENTRAL,ESTACION CENTRAL,2.47,69.58
0,ESTACION CENTRAL,COLINA,29.03,69.58
0,COLINA,SAN BERNARDO,46.29,80.00
0,SAN BERNARDO,COLINA,46.29,80.00
1,COLINA,QUILICURA,14.96,175.07
1,QUILICURA,COLINA,14.96,175.07
1,COLINA,COLINA,8.92,127.72
1,COLINA,COLINA,7.99,127.72
1,COLINA,COLINA,7.99,127.72
0,COLINA,SANTIAGO,24.01,391.95
0,SANTIAGO,COLINA,24.01,391.95
0,COLINA,COLINA,7.50,77.50
0,COLINA,COLINA,8.48,77.50
0,LAMPA,SAN BERNARDO,42.26,227.31
1,SAN BERNARDO,LAMPA,42.26,227.31
0,LAMPA,VITACURA,27.37,227.31
0,VITACURA,LAMPA,27.37,227.31
0,COLINA,COLINA,3.56,100.00
0,COLINA,COLINA,3.58,100.00
0,COLINA,RECOLETA,20.82,141.67
0,RECOLETA,COLINA,20.82,141.67
0,COLINA,QUILICURA,19.87,198.18
0,QUILICURA,COLINA,19.83,198.18
0,COLINA,QUILICURA,19.87,198.18
0,QUILICURA,COLINA,19.83,198.18
0,COLINA,LAS CONDES,26.81,225.00
0,LAS CONDES,COLINA,26.82,225.00
0,COLINA,COLINA,2.11,225.00
0,COLINA,COLINA,2.09,225.00
0,LAMPA,QUILICURA,5.40,120.00
0,QUILICURA,COLINA,13.44,120.00
0,LAMPA,LAMPA,5.06,117.00
1,LAMPA,LAMPA,5.06,117.00
0,LAMPA,LAMPA,14.27,117.00
0,LAMPA,LAMPA,14.27,117.00
1,,LAMPA,6322.90,117.00
0,COLINA,RECOLETA,27.37,76.51
0,RECOLETA,COLINA,27.37,76.51
0,COLINA,INDEPENDENCIA,25.48,150.00
0,INDEPENDENCIA,COLINA,25.51,150.00
0,COLINA,LA GRANJA,38.04,150.00
1,LA GRANJA,COLINA,38.07,150.00
0,LAMPA,PROVIDENCIA,28.08,49.71
0,PROVIDENCIA,LAMPA,28.05,49.71
0,COLINA,INDEPENDENCIA,20.12,289.00
0,INDEPENDENCIA,COLINA,20.12,289.00
0,COLINA,COLINA,16.37,289.00
0,COLINA,COLINA,16.37,289.00
1,COLINA,COLINA,10.43,204.00
1,COLINA,COLINA,10.43,204.00
0,COLINA,ÑUÑOA,30.67,160.01
0,ÑUÑOA,COLINA,30.67,160.01
0,COLINA,HUECHURABA,21.22,160.01
0,HUECHURABA,COLINA,21.22,160.01
0,LAMPA,RECOLETA,26.13,84.12
0,RECOLETA,LAMPA,26.13,84.12
0,LAMPA,LAMPA,7.23,146.12
0,LAMPA,LAMPA,7.23,146.12
0,LAMPA,LAMPA,4.60,110.20
0,LAMPA,LAMPA,4.60,110.20
1,LAMPA,LAMPA,12.37,107.50
1,LAMPA,LAMPA,12.37,107.50
0,LAMPA,LAMPA,9.14,317.51
0,COLINA,SANTIAGO,26.82,232.58
0,SANTIAGO,COLINA,26.82,232.58
0,COLINA,HUECHURABA,19.64,232.58
0,HUECHURABA,COLINA,19.64,232.58
0,COLINA,LAS CONDES,25.38,232.58
0,LAS CONDES,COLINA,25.38,232.58
0,LAMPA,LAMPA,6.80,75.00
0,LAMPA,LAMPA,6.80,75.00
0,COLINA,ESTACION CENTRAL,27.27,201.76
0,ESTACION CENTRAL,COLINA,27.27,201.76
0,COLINA,LAMPA,22.27,213.33
0,LAMPA,COLINA,22.27,213.33
0,COLINA,COLINA,0.35,213.33
0,COLINA,COLINA,0.35,213.33
0,COLINA,INDEPENDENCIA,25.49,256.77
0,INDEPENDENCIA,COLINA,25.49,256.77
0,COLINA,PROVIDENCIA,26.58,475.00
0,PROVIDENCIA,COLINA,26.58,475.00
0,LAMPA,QUILICURA,18.07,142.82
0,QUILICURA,LAMPA,18.07,142.82
0,COLINA,COLINA,11.67,54.12
0,COLINA,COLINA,11.66,54.12
0,COLINA,COLINA,9.69,283.41
0,COLINA,COLINA,9.69,283.41
1,COLINA,COLINA,10.83,283.41
1,COLINA,COLINA,10.83,283.41
1,COLINA,COLINA,10.83,283.41
1,COLINA,COLINA,10.83,283.41
0,LAMPA,LAMPA,8.15,135.84
0,LAMPA,LAMPA,8.15,135.84
0,COLINA,SANTIAGO,28.57,50.00
0,SANTIAGO,COLINA,28.57,50.00
0,COLINA,QUILICURA,16.43,150.00
0,QUILICURA,COLINA,16.43,150.00
0,COLINA,RECOLETA,26.01,150.00
0,RECOLETA,COLINA,26.01,150.00
1,COLINA,ESTACION CENTRAL,28.97,100.39
1,ESTACION CENTRAL,COLINA,28.97,100.39
1,COLINA,PROVIDENCIA,27.39,154.41
1,PROVIDENCIA,COLINA,27.39,154.41
0,LAMPA,LAMPA,12.87,112.73
0,COLINA,PROVIDENCIA,27.75,296.39
0,PROVIDENCIA,COLINA,27.75,296.39
0,COLINA,HUECHURABA,22.09,296.39
0,HUECHURABA,COLINA,22.09,296.39
1,PUENTE ALTO,PUENTE ALTO,2.21,374.89
1,PUENTE ALTO,COLINA,47.83,374.89
0,COLINA,COLINA,3.43,141.67
0,COLINA,COLINA,3.43,141.67
0,COLINA,LAMPA,12.63,141.67
0,LAMPA,COLINA,12.63,141.67
0,COLINA,COLINA,3.43,141.67
0,COLINA,COLINA,3.43,141.67
0,LAMPA,INDEPENDENCIA,24.54,96.61
0,INDEPENDENCIA,LAMPA,24.74,96.61
0,LAMPA,LAS CONDES,29.41,96.61
0,LAS CONDES,LAMPA,29.56,96.61
0,LAMPA,LAMPA,11.24,96.61
0,LAMPA,LAMPA,11.44,96.61
0,LAMPA,INDEPENDENCIA,23.90,230.49
0,INDEPENDENCIA,LAMPA,23.90,230.49
0,COLINA,COLINA,10.70,350.19
0,COLINA,COLINA,10.70,350.19
1,COLINA,LAMPA,14.72,350.19
1,LAMPA,COLINA,14.72,350.19
0,COLINA,COLINA,10.70,350.19
0,COLINA,COLINA,10.70,350.19
0,COLINA,COLINA,3.08,71.62
0,COLINA,COLINA,3.08,71.62
1,COLINA,PEDRO AGUIRRE CERDA,32.32,200.00
1,PEDRO AGUIRRE CERDA,COLINA,32.32,200.00
1,COLINA,LAS CONDES,26.04,248.86
1,LAS CONDES,COLINA,26.07,248.86
0,COLINA,COLINA,11.03,134.46
0,COLINA,COLINA,11.03,134.46
0,LAMPA,QUILICURA,16.62,82.40
0,QUILICURA,LAMPA,16.62,82.40
0,COLINA,COLINA,10.93,87.00
0,COLINA,COLINA,10.93,87.00
1,COLINA,COLINA,10.90,189.81
1,COLINA,COLINA,10.86,189.81
0,COLINA,SAN BERNARDO,43.30,66.67
0,SAN BERNARDO,COLINA,43.29,66.67
0,COLINA,PROVIDENCIA,27.31,155.66
0,PROVIDENCIA,COLINA,27.31,155.66
0,COLINA,COLINA,0.85,155.66
0,COLINA,COLINA,0.85,155.66
0,COLINA,LAMPA,10.64,139.05
0,LAMPA,COLINA,10.64,139.05
0,COLINA,LAS CONDES,25.55,300.02
0,LAS CONDES,COLINA,25.55,300.02
0,,COLINA,6333.58,300.02
0,COLINA,LAS CONDES,25.55,300.02
0,LAS CONDES,COLINA,25.55,300.02
0,COLINA,QUILICURA,15.77,116.67
0,QUILICURA,COLINA,15.77,116.67
0,COLINA,COLINA,11.07,100.00
0,COLINA,COLINA,11.07,100.00
0,COLINA,COLINA,3.08,122.50
0,COLINA,COLINA,3.08,122.50
0,COLINA,RECOLETA,24.58,75.00
0,RECOLETA,COLINA,24.58,75.00
0,COLINA,LAMPA,11.74,204.18
0,LAMPA,COLINA,11.75,204.18
0,COLINA,COLINA,1.03,204.18
0,COLINA,COLINA,1.03,204.18
1,LAMPA,LAMPA,0.01,50.00
1,LAMPA,LAMPA,0.01,50.00
0,COLINA,RECOLETA,25.16,207.02
0,COLINA,SANTIAGO,27.68,366.67
0,SANTIAGO,COLINA,27.68,366.67
0,COLINA,SANTIAGO,27.65,366.67
0,SANTIAGO,COLINA,27.65,366.67
0,COLINA,INDEPENDENCIA,23.58,132.49
0,INDEPENDENCIA,COLINA,23.58,132.49
0,COLINA,LAS CONDES,27.33,83.33
1,LAS CONDES,COLINA,27.33,83.33
1,COLINA,COLINA,10.82,300.00
1,COLINA,COLINA,10.82,300.00
0,LAMPA,SANTIAGO,27.34,268.31
0,SANTIAGO,LAMPA,27.34,268.31
0,COLINA,COLINA,9.49,246.00
0,COLINA,COLINA,9.49,246.00
0,COLINA,COLINA,4.80,246.00
0,COLINA,COLINA,4.80,246.00
0,COLINA,COLINA,9.48,246.00
0,COLINA,COLINA,9.48,246.00
0,COLINA,SANTIAGO,29.16,370.00
0,SANTIAGO,COLINA,29.16,370.00
0,COLINA,LAS CONDES,27.08,370.00
0,LAS CONDES,COLINA,27.08,370.00
1,LAS CONDES,LAS CONDES,0.24,221.31
1,LAS CONDES,MAIPU,20.26,221.31
1,MAIPU,LAS CONDES,20.26,221.31
1,LAS CONDES,LAMPA,16.83,527.56
1,LAMPA,LAS CONDES,16.83,527.56
0,LAS CONDES,MAIPU,18.86,527.56
0,MAIPU,LAS CONDES,18.86,527.56
1,LAS CONDES,PROVIDENCIA,1.99,179.26
1,PROVIDENCIA,LAS CONDES,1.99,179.26
0,LAS CONDES,SANTIAGO,8.34,384.48
0,SANTIAGO,LAS CONDES,8.34,384.48
0,VITACURA,SANTIAGO,9.18,1044.79
0,SANTIAGO,LAS CONDES,9.89,1044.79
0,LAS CONDES,SANTIAGO,8.91,213.94
0,SANTIAGO,LAS CONDES,8.91,213.94
0,LAS CONDES,LAS CONDES,5.04,862.11
0,LAS CONDES,LAS CONDES,5.04,862.11
0,LAS CONDES,SANTIAGO,8.04,862.11
0,SANTIAGO,LAS CONDES,8.04,862.11
0,LAS CONDES,LAS CONDES,6.12,314.11
0,LAS CONDES,LAS CONDES,6.12,314.11
0,LAS CONDES,SANTIAGO,9.49,1205.30
0,SANTIAGO,LAS CONDES,9.49,1205.30
0,LA PINTANA,LAS CONDES,19.19,284.80
1,LAS CONDES,PROVIDENCIA,1.69,675.04
1,PROVIDENCIA,LAS CONDES,1.69,675.04
1,LAS CONDES,ÑUÑOA,5.42,675.04
1,ÑUÑOA,LAS CONDES,5.42,675.04
1,LAS CONDES,VITACURA,3.57,482.36
1,VITACURA,LAS CONDES,8.25,482.36
1,LAS CONDES,HUECHURABA,9.63,144.60
1,HUECHURABA,LAS CONDES,9.63,144.60
1,VITACURA,QUILICURA,15.79,333.81
1,QUILICURA,VITACURA,18.20,333.81
1,VITACURA,QUILICURA,18.20,333.81
1,QUILICURA,LAS CONDES,17.03,333.81
1,LAS CONDES,LAS CONDES,0.06,197.83
0,LAS CONDES,SANTIAGO,9.24,1106.27
0,SANTIAGO,LAS CONDES,9.24,1106.27
1,LAS CONDES,PROVIDENCIA,7.74,266.65
1,LAS CONDES,PROVIDENCIA,7.74,266.65
0,PROVIDENCIA,LAS CONDES,7.74,266.65
0,LAS CONDES,LAS CONDES,4.85,226.79
0,LAS CONDES,LAS CONDES,4.85,226.79
0,LAS CONDES,SANTIAGO,5.61,1042.46
0,SANTIAGO,LAS CONDES,5.61,1042.46
0,LAS CONDES,PROVIDENCIA,1.58,876.52
1,PROVIDENCIA,LAS CONDES,1.58,876.52
0,LAS CONDES,SANTIAGO,7.06,1371.43
0,SANTIAGO,LAS CONDES,7.06,1371.43
1,LAS CONDES,VITACURA,4.65,278.53
1,VITACURA,LAS CONDES,4.65,278.53
1,LAS CONDES,VITACURA,4.25,278.53
1,VITACURA,LAS CONDES,4.25,278.53
0,LAS CONDES,PROVIDENCIA,4.78,598.02
0,PROVIDENCIA,LAS CONDES,4.78,598.02
1,QUILICURA,LAS CONDES,16.54,232.78
1,QUILICURA,LAS CONDES,16.23,232.78
1,LAS CONDES,SANTIAGO,7.32,232.78
1,SANTIAGO,LAS CONDES,7.32,232.78
1,LAS CONDES,PROVIDENCIA,6.49,260.13
1,PROVIDENCIA,LAS CONDES,6.49,260.13
1,LAS CONDES,MACUL,6.87,260.13
1,MACUL,LAS CONDES,6.87,260.13
0,LAS CONDES,LAS CONDES,2.40,458.41
0,LAS CONDES,LAS CONDES,2.40,458.41
1,LAS CONDES,SANTIAGO,8.80,0.00
1,SANTIAGO,LAS CONDES,8.80,0.00
1,LAS CONDES,LAS CONDES,5.96,0.00
1,LAS CONDES,LAS CONDES,5.96,0.00
0,LAS CONDES,PROVIDENCIA,4.89,0.00
0,PROVIDENCIA,LAS CONDES,4.89,0.00
1,LAS CONDES,MACUL,12.01,832.81
1,MACUL,LAS CONDES,12.01,832.81
1,LAS CONDES,ESTACION CENTRAL,14.17,574.78
1,ESTACION CENTRAL,LAS CONDES,14.18,574.78
1,LAS CONDES,SANTIAGO,13.09,574.78
1,SANTIAGO,LAS CONDES,13.09,574.78
1,LAS CONDES,LAS CONDES,2.21,574.78
1,LAS CONDES,LAS CONDES,2.21,574.78
1,LAS CONDES,SANTIAGO,6.07,217.97
1,RECOLETA,SANTIAGO,0.98,217.97
1,SANTIAGO,ÑUÑOA,4.87,217.97
1,ÑUÑOA,LAS CONDES,4.80,217.97
1,LAS CONDES,RECOLETA,6.54,840.62
1,RECOLETA,LAS CONDES,6.54,840.62
0,LAS CONDES,SANTIAGO,6.86,840.62
0,SANTIAGO,LAS CONDES,6.86,840.62
0,LAS CONDES,LAS CONDES,2.78,87.52
0,LAS CONDES,VITACURA,3.49,87.52
0,LAS CONDES,SANTIAGO,5.72,434.11
0,LAS CONDES,VITACURA,2.69,322.66
1,LAS CONDES,HUECHURABA,2.95,1010.26
1,,HUECHURABA,6313.64,1010.26
1,HUECHURABA,LAS CONDES,2.95,1010.26
1,LAS CONDES,HUECHURABA,2.95,1010.26
1,HUECHURABA,LAS CONDES,2.95,1010.26
0,LAS CONDES,PROVIDENCIA,2.86,749.94
0,PROVIDENCIA,LAS CONDES,2.86,749.94
0,LAS CONDES,PROVIDENCIA,2.86,749.94
0,PROVIDENCIA,LAS CONDES,2.86,749.94
0,LAS CONDES,LAS CONDES,1.86,659.60
1,LAS CONDES,LAS CONDES,1.86,659.60
1,LAS CONDES,LAS CONDES,5.32,1136.55
1,LAS CONDES,LAS CONDES,7.19,1136.55
1,LAS CONDES,LAS CONDES,2.13,1136.55
1,LAS CONDES,LAS CONDES,3.80,1136.55
1,LAS CONDES,LAS CONDES,3.80,1136.55
1,LAS CONDES,LAS CONDES,3.25,967.11
1,LAS CONDES,LAS CONDES,1.37,967.11
1,LAS CONDES,VITACURA,5.21,967.11
1,VITACURA,VITACURA,2.03,967.11
1,VITACURA,LAS CONDES,3.04,967.11
1,LAS CONDES,QUILICURA,14.82,1116.89
1,QUILICURA,LAS CONDES,14.82,1116.89
1,VITACURA,SANTIAGO,10.86,639.40
1,SANTIAGO,SANTIAGO,1.30,639.40
1,SANTIAGO,LAS CONDES,11.39,639.40
1,LAS CONDES,RECOLETA,9.26,639.40
1,RECOLETA,LAS CONDES,9.26,639.40
0,SANTIAGO,LAS CONDES,4.82,1137.05
0,LAS CONDES,SANTIAGO,8.06,1924.39
1,LAS CONDES,LAS CONDES,1.29,892.36
1,LAS CONDES,RENCA,14.45,892.36
1,RENCA,LAS CONDES,13.27,892.36
1,VITACURA,SANTIAGO,9.50,677.35
1,LAS CONDES,LAS CONDES,4.51,358.16
1,LAS CONDES,LAS CONDES,4.51,358.16
0,LAS CONDES,SANTIAGO,12.35,382.14
0,SANTIAGO,LAS CONDES,12.35,382.14
1,LAS CONDES,LAS CONDES,3.48,1371.24
0,SANTIAGO,LAS CONDES,8.12,1371.24
0,PROVIDENCIA,LAS CONDES,2.92,1371.24
1,LAS CONDES,LAS CONDES,4.08,284.52
1,LAS CONDES,SANTIAGO,13.42,597.20
1,SANTIAGO,LAS CONDES,13.42,597.20
1,ÑUÑOA,LAS CONDES,3.72,930.19
0,LAS CONDES,SANTIAGO,5.97,1307.45
1,LAS CONDES,SANTIAGO,10.19,736.26
1,SANTIAGO,LAS CONDES,9.30,736.26
1,LAS CONDES,LAS CONDES,2.10,736.26
1,LAS CONDES,SAN BERNARDO,20.22,736.26
1,SAN BERNARDO,QUILICURA,24.32,736.26
1,QUILICURA,LAS CONDES,16.99,736.26
1,LAS CONDES,LAS CONDES,1.94,736.26
0,LAS CONDES,SANTIAGO,8.91,736.26
0,SANTIAGO,LAS CONDES,8.91,736.26
1,LAS CONDES,LAS CONDES,0.84,331.36
0,LAS CONDES,PROVIDENCIA,5.98,331.36
0,PROVIDENCIA,LAS CONDES,5.98,331.36
0,LAS CONDES,SANTIAGO,9.84,739.33
1,LAS CONDES,INDEPENDENCIA,8.91,739.33
1,INDEPENDENCIA,LAS CONDES,8.23,739.33
0,SANTIAGO,LAS CONDES,9.64,1757.68
1,PROVIDENCIA,PROVIDENCIA,0.25,1757.68
1,PROVIDENCIA,LAS CONDES,5.95,1757.68
1,LAS CONDES,LAS CONDES,4.47,359.13
1,LAS CONDES,LAS CONDES,4.47,359.13
1,LAS CONDES,LA REINA,3.06,359.13
1,LA REINA,LAS CONDES,3.06,359.13
0,LAS CONDES,MACUL,10.87,359.13
0,MACUL,LAS CONDES,10.87,359.13
0,LAS CONDES,ESTACION CENTRAL,15.26,586.99
1,LAS CONDES,PEDRO AGUIRRE CERDA,12.74,586.99
1,LAS CONDES,LAS CONDES,3.32,1265.48
0,LAS CONDES,SANTIAGO,10.61,1265.48
0,SANTIAGO,LAS CONDES,10.61,1265.48
1,LAS CONDES,LAS CONDES,3.32,1265.48
1,LAS CONDES,PROVIDENCIA,11.22,340.65
1,LAS CONDES,PROVIDENCIA,1.77,340.65
1,PROVIDENCIA,LAS CONDES,11.22,340.65
1,LAS CONDES,PROVIDENCIA,9.36,661.80
1,PROVIDENCIA,LAS CONDES,9.36,661.80
1,LAS CONDES,SANTIAGO,12.96,218.85
1,SANTIAGO,LAS CONDES,12.96,218.85
0,LAS CONDES,MACUL,9.08,667.79
1,MACUL,LAS CONDES,9.08,667.79
0,PROVIDENCIA,LAS CONDES,2.95,218.96
1,LAS CONDES,RECOLETA,3.86,1306.64
1,RECOLETA,LAS CONDES,3.86,1306.64
1,LAS CONDES,RECOLETA,8.28,905.32
1,RECOLETA,LAS CONDES,8.28,905.32
0,LAS CONDES,SANTIAGO,9.45,905.32
0,SANTIAGO,LAS CONDES,9.45,905.32
1,LAS CONDES,LA REINA,3.71,905.32
1,LAS CONDES,LA REINA,6.28,905.32
0,LAS CONDES,SANTIAGO,9.27,921.08
0,SANTIAGO,LAS CONDES,9.27,921.08
1,LAS CONDES,LAS CONDES,0.97,240.33
1,LAS CONDES,LAS CONDES,0.97,240.33
0,LAS CONDES,LO PRADO,11.84,406.81
0,LO PRADO,LAS CONDES,11.84,406.81
1,LAS CONDES,PROVIDENCIA,10.22,433.32
1,LAS CONDES,EL BOSQUE,17.83,341.94
1,LAS CONDES,SANTIAGO,12.50,341.94
1,LAS CONDES,SAN JOAQUIN,10.13,341.94
1,SAN JOAQUIN,LAS CONDES,10.13,341.94
1,LA CISTERNA,LAS CONDES,14.56,435.30
1,LAS CONDES,LAS CONDES,1.02,435.30
0,LAS CONDES,PROVIDENCIA,7.55,312.41
0,,PROVIDENCIA,6310.31,312.41
0,PROVIDENCIA,LAS CONDES,7.55,312.41
0,LAS CONDES,LAS CONDES,3.34,312.41
0,LAS CONDES,LAS CONDES,3.34,312.41
1,LAS CONDES,LAS CONDES,4.45,584.32
1,LAS CONDES,LAS CONDES,4.45,584.32
1,LAS CONDES,LA REINA,5.43,584.32
1,LA REINA,LAS CONDES,5.43,584.32
1,LAS CONDES,RECOLETA,6.19,2426.53
1,PROVIDENCIA,RECOLETA,3.47,2426.53
1,RECOLETA,LAS CONDES,6.19,2426.53
1,LO BARNECHEA,HUECHURABA,10.91,1051.83
1,LO BARNECHEA,HUECHURABA,10.79,1051.83
1,HUECHURABA,LAS CONDES,4.90,1051.83
1,LAS CONDES,VITACURA,1.51,378.68
1,VITACURA,LAS CONDES,5.23,378.68
1,LAS CONDES,VITACURA,1.51,378.68
1,VITACURA,VITACURA,1.01,378.68
1,VITACURA,LAS CONDES,3.47,378.68
1,LAS CONDES,LAS CONDES,4.98,378.68
1,LAS CONDES,LO BARNECHEA,5.18,378.68
1,LAS CONDES,VITACURA,1.51,378.68
1,VITACURA,LAS CONDES,2.59,378.68
0,LAS CONDES,MACUL,7.10,378.68
1,SANTIAGO,VITACURA,8.75,378.68
1,LAS CONDES,SANTIAGO,15.35,208.55
1,LAS CONDES,MACUL,10.31,208.55
1,MACUL,SANTIAGO,5.71,208.55
1,SANTIAGO,LAS CONDES,9.56,208.55
1,LAS CONDES,ÑUÑOA,6.77,406.63
1,LAS CONDES,PROVIDENCIA,6.61,901.96
1,PROVIDENCIA,LAS CONDES,6.61,901.96
1,PROVIDENCIA,LAS CONDES,6.61,901.96
1,LAS CONDES,VITACURA,6.25,901.96
1,VITACURA,VITACURA,0.39,901.96
1,VITACURA,LAS CONDES,6.25,901.96
0,LAS CONDES,HUECHURABA,12.54,346.21
0,HUECHURABA,LAS CONDES,12.54,346.21
0,LAS CONDES,SANTIAGO,9.86,402.66
0,SANTIAGO,LAS CONDES,9.86,402.66
0,LAS CONDES,SANTIAGO,9.92,402.66
0,SANTIAGO,LAS CONDES,9.92,402.66
1,LAS CONDES,ESTACION CENTRAL,12.44,402.66
1,ESTACION CENTRAL,LAS CONDES,12.44,402.66
0,LAS CONDES,EL BOSQUE,19.07,280.92
0,EL BOSQUE,LAS CONDES,19.07,280.92
0,LAS CONDES,EL BOSQUE,19.06,280.92
